اطلاعات ورود به سیستم,,,,عملیات,,,سند,,,,
شناسه,شعبه,سال مالی,کاربر,تاریخ,زمان,نوع,سیستم,نوع,شماره,تاریخ,توضیحات
,شركت كيهان راه شرق (سهامي خاص),1405,عليزاده,1405/04/09,08:21:50, ويرايش موجوديت,انبار,سند انبار,6264,1405/04/09,سند درخواست كالا از انبار با شماره 6264 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,اكرمي,1405/04/09,08:21:39,موجوديت جديد,انبار,سند انبار,4901,1405/04/09,سند تاييد درخواست كالا با شماره 4901 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,عليرضاسالاري,1405/04/09,08:21:37, ويرايش موجوديت,انبار,سند انبار,6225,1405/04/08,سند درخواست كالا از انبار با شماره 6225 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,عليرضاسالاري,1405/04/09,08:21:27, ويرايش موجوديت,انبار,سند انبار,4900,1405/04/09,سند تاييد درخواست كالا با شماره 4900 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,هرمزي2,1405/04/09,08:21:21,موجوديت جديد,انبار,سند انبار,8444,1405/04/09,سند رسيد خريد  با شماره 8444 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,پرويز_هرمزي1,1405/04/09,08:21:17,موجوديت جديد,انبار,سند انبار,6266,1405/04/09,سند درخواست كالا از انبار با شماره 6266 ثبت شد
,شركت قدرت ايمان كوير(سهامي خاص),1405,نيلوفريعقوبي,1405/04/09,08:21:05,ورود موفق,,نشست,,,
,شركت قدرت ايمان كوير(سهامي خاص),1405,تقيزاده3,1405/04/09,08:20:54,ورود موفق,,نشست,,,
,شركت كيهان راه شرق (سهامي خاص),1405,عليرضاسالاري,1405/04/09,08:20:51,موجوديت جديد,انبار,سند انبار,4900,1405/04/09,سند تاييد درخواست كالا با شماره 4900 ثبت شد
,,,تقيزاده3,1405/04/09,08:20:47,ورود ناموفق (عدم صحت نام کاربر يا کلمه عبور),,نشست,,,
,شركت كيهان راه شرق (سهامي خاص),1405,عليرضاسالاري,1405/04/09,08:20:34, ويرايش موجوديت,انبار,سند انبار,6225,1405/04/08,سند درخواست كالا از انبار با شماره 6225 ثبت شد
,صولت پارس آمود,1405,آقاحاجي7,1405/04/09,08:19:38,موجوديت جديد,حسابداري,سند حسابداري,739,1405/04/08,سند عمومي با شماره ثابت 739 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,پرويز_هرمزي1,1405/04/09,08:19:30,موجوديت جديد,انبار,سند انبار,16610,1404/12/29,سند درخواست كالا از انبار با شماره 16610 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,ارغواني1,1405/04/09,08:18:35,موجوديت جديد,انبار,سند انبار,4181,1405/03/18,سند حواله مصرف ماشين آلات با شماره 4181 ثبت شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,دادرس3,1405/04/09,08:18:28,ورود موفق,,نشست,,,
,شركت كيهان راه شرق (سهامي خاص),1405,جلالي1,1405/04/09,08:18:28,موجوديت جديد,حسابداري,سند حسابداري,2807,1405/01/26,سند عمومي با شماره ثابت 2807 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,نباتي,1405/04/09,08:18:11,ورود موفق,,نشست,,,
,شركت كيهان راه شرق (سهامي خاص),1405,احمدي1,1405/04/09,08:17:20,موجوديت جديد,انبار,سند انبار,8443,1405/03/17,سند رسيد خريد  با شماره 8443 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,مجتبي سابقي1,1405/04/09,08:17:09, ويرايش موجوديت,انبار,سند انبار,8441,1405/02/07,سند رسيد خريد  با شماره 8441 ثبت شد
,شركت قدرت ايمان كوير(سهامي خاص),1405,جوانمرد3,1405/04/09,08:16:39,ورود موفق,,نشست,,,
,شركت كيهان راه شرق (سهامي خاص),1404,تقيزاده1,1405/04/09,08:16:19, ويرايش موجوديت,حسابداري,سند حسابداري,2804,1405/03/09,سند عمومي با شماره ثابت 2804 ذخيره شد
,صولت پارس آمود,1405,آقاحاجي7,1405/04/09,08:16:17,ورود موفق,,نشست,,,
,شركت كيهان راه شرق (سهامي خاص),1405,جوانمرد1,1405/04/09,08:16:05, ويرايش موجوديت,حسابداري,سند حسابداري,2806,1405/03/19,سند عمومي با شماره ثابت 2806 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,جوانمرد1,1405/04/09,08:15:20,موجوديت جديد,حسابداري,سند حسابداري,2806,1405/03/19,سند عمومي با شماره ثابت 2806 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,پرويز_هرمزي1,1405/04/09,08:15:12,موجوديت جديد,انبار,سند انبار,6265,1405/04/09,سند درخواست كالا از انبار با شماره 6265 ثبت شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,دادرس,1405/04/09,08:15:10,ورود موفق,,نشست,,,
,شركت كيهان راه شرق (سهامي خاص),1405,كسري_دهقان1,1405/04/09,08:15:05,ورود موفق,,نشست,,,
,صولت پارس آمود,1405,صابري,1405/04/09,08:15:03, ويرايش موجوديت,حسابداري,سند حسابداري,10350,1404/07/30,سند عمومي با شماره ثابت 10350 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,پوريامومني1,1405/04/09,08:14:54,موجوديت جديد,خزانه داري,سند حسابداري,2805,1405/03/21,سند عمومي با شماره 2805 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,اكرمي,1405/04/09,08:14:43,موجوديت جديد,انبار,سند انبار,4899,1405/04/09,سند تاييد درخواست كالا با شماره 4899 ثبت شد
,شركت برش كوه آريا پارت (سهامي خاص),1404,جوانمرد5,1405/04/09,08:14:41,موجوديت جديد,حسابداري,سند حسابداري,1128,1404/12/28,سند عمومي با شماره ثابت 1128 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,اكرمي,1405/04/09,08:14:34, ويرايش موجوديت,انبار,سند انبار,6162,1405/04/07,سند درخواست كالا از انبار با شماره 6162 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,سجادزنگويي1,1405/04/09,08:14:26, ويرايش موجوديت,انبار,سند انبار,1782,1405/02/30,سند حواله انتقال بين انبار با شماره 1782 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1404,تقيزاده1,1405/04/09,08:14:24, ويرايش موجوديت,حسابداري,سند حسابداري,2804,1405/03/05,سند عمومي با شماره ثابت 2804 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,پوريامومني1,1405/04/09,08:14:22,موجوديت جديد,خزانه داري,سند خزانه داري,500,1405/03/21,سند صورت هزينه تنخواه با شماره 500 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,پاشايي,1405/04/09,08:14:17, ويرايش موجوديت,انبار,سند انبار,1784,1405/03/25,سند حواله انتقال بين انبار با شماره 1784 ثبت شد
,صولت پارس آمود,1405,صابري,1405/04/09,08:14:13, ويرايش موجوديت,حسابداري,سند حسابداري,7718,1404/06/31,سند عمومي با شماره ثابت 7718 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1404,زرعيكار1,1405/04/09,08:14:09,ورود موفق,,نشست,,,
,شركت كيهان راه شرق (سهامي خاص),1405,پاشايي,1405/04/09,08:14:03,موجوديت جديد,انبار,سند انبار,1784,1405/03/25,سند حواله انتقال بين انبار با شماره 1784 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,اكرمي,1405/04/09,08:13:44,موجوديت جديد,انبار,سند انبار,4898,1405/04/09,سند تاييد درخواست كالا با شماره 4898 ثبت شد
,صولت پارس آمود,1405,صابري,1405/04/09,08:13:30, ويرايش موجوديت,حسابداري,سند حسابداري,5527,1404/05/31,سند عمومي با شماره ثابت 5527 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,ارغواني1,1405/04/09,08:13:28,موجوديت جديد,انبار,سند انبار,4180,1405/03/15,سند حواله مصرف ماشين آلات با شماره 4180 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,اكرمي,1405/04/09,08:13:19, ويرايش موجوديت,انبار,سند انبار,6167,1405/04/07,سند درخواست كالا از انبار با شماره 6167 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1404,زرعيكار,1405/04/09,08:13:18,ورود موفق,,نشست,,,
,شركت كيهان راه شرق (سهامي خاص),1405,عليزاده,1405/04/09,08:12:48, ويرايش موجوديت,انبار,سند انبار,6263,1405/04/09,سند درخواست كالا از انبار با شماره 6263 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,محمدمختاري,1405/04/09,08:12:46, ويرايش موجوديت,انبار,سند انبار,6097,1405/04/06,سند درخواست كالا از انبار با شماره 6097 ثبت شد
,شركت برش كوه آريا پارت (سهامي خاص),1404,جوانمرد5,1405/04/09,08:12:39,موجوديت جديد,حسابداري,سند حسابداري,1127,1404/12/28,سند عمومي با شماره ثابت 1127 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,عليزاده,1405/04/09,08:12:28, ويرايش موجوديت,انبار,سند انبار,6262,1405/04/09,سند درخواست كالا از انبار با شماره 6262 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,عليزاده,1405/04/09,08:12:09, ويرايش موجوديت,انبار,سند انبار,6261,1405/04/09,سند درخواست كالا از انبار با شماره 6261 ثبت شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,شاهروديان3,1405/04/09,08:12:07, ويرايش موجوديت,خزانه داري,سند حسابداري,8189,1404/07/01,سند عمومي با شماره 8189 تاييد شد
,شركت كيهان راه شرق (سهامي خاص),1405,فروزان,1405/04/09,08:11:59,ورود موفق,,نشست,,,
,شركت كيهان راه شرق (سهامي خاص),1405,علي_اماني1,1405/04/09,08:11:54,موجوديت جديد,انبار,سند انبار,1783,1405/04/09,سند حواله انتقال بين انبار با شماره 1783 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,عليزاده,1405/04/09,08:11:53, ويرايش موجوديت,انبار,سند انبار,6260,1405/04/09,سند درخواست كالا از انبار با شماره 6260 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,صابري1,1405/04/09,08:11:50,ورود موفق,,نشست,,,
,شركت قدرت ايمان كوير(سهامي خاص),1404,شاهروديان3,1405/04/09,08:11:46, ويرايش موجوديت,خزانه داري,سند حسابداري,8175,1404/07/01,سند عمومي با شماره 8175 تاييد شد
,شركت كيهان راه شرق (سهامي خاص),1405,علي_تخويجي1,1405/04/09,08:11:43,موجوديت جديد,انبار,سند انبار,2728,1405/04/09,سند حواله مصرف  با شماره 2728 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,عليزاده,1405/04/09,08:11:32, ويرايش موجوديت,انبار,سند انبار,6259,1405/04/09,سند درخواست كالا از انبار با شماره 6259 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,علي_اماني1,1405/04/09,08:11:26,موجوديت جديد,انبار,سند انبار,203,1405/04/09,سند رسيد ضايعات و كالاهاي تعميري با شماره 203 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1404,تقيزاده1,1405/04/09,08:11:26, ويرايش موجوديت,حسابداري,سند حسابداري,2804,1405/03/05,سند عمومي با شماره ثابت 2804 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1404,تقيزاده1,1405/04/09,08:11:17, ويرايش موجوديت,حسابداري,سند حسابداري,2804,1405/03/04,سند عمومي با شماره ثابت 2804 ذخيره شد
